User-ID,Title,Rating
243,The Da Vinci Code,0.06271651447968003
243,Harry Potter and the Chamber of Secrets (Book 2),0.04691062432369921
243,The Secret Life of Bees,0.04688967501008764
243,Harry Potter and the Prisoner of Azkaban (Book 3),0.04409868124910895
243,Life of Pi,0.0425396784974315
243,Bridget Jones's Diary,0.04213068151427226
243,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),0.03915333072811699
243,To Kill a Mockingbird,0.038587732851182
243,The Red Tent (Bestselling Backlist),0.03832236311481619
243,Harry Potter and the Goblet of Fire (Book 4),0.03764077332313084
254,The Lovely Bones: A Novel,0.07459741290069571
254,The Da Vinci Code,0.06275763411728151
254,Life of Pi,0.04155579973091204
254,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),0.03914074950774207
254,The Red Tent (Bestselling Backlist),0.038456906032509196
254,To Kill a Mockingbird,0.0377234739920869
254,Angels & Demons,0.03600172392852719
254,The Nanny Diaries: A Novel,0.03425389565169239
254,Where the Heart Is (Oprah's Book Club (Paperback)),0.033440177441465685
254,Divine Secrets of the Ya-Ya Sisterhood: A Novel,0.03179215511946462
487,The Lovely Bones: A Novel,0.07486236802702552
487,The Da Vinci Code,0.0624900331262553
487,The Secret Life of Bees,0.04750491048681691
487,Harry Potter and the Chamber of Secrets (Book 2),0.045222035665099566
487,Harry Potter and the Prisoner of Azkaban (Book 3),0.04420597112773587
487,Life of Pi,0.04188096863918313
487,Bridget Jones's Diary,0.0418035594671302
487,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),0.03929466270086096
487,The Red Tent (Bestselling Backlist),0.03845585856671956
487,To Kill a Mockingbird,0.037846321040274036
507,The Lovely Bones: A Novel,0.07484424561561155
507,The Da Vinci Code,0.06224589477876764
507,Harry Potter and the Chamber of Secrets (Book 2),0.045143383307294026
507,Harry Potter and the Prisoner of Azkaban (Book 3),0.044118132284276204
507,Life of Pi,0.04201110812461018
507,Bridget Jones's Diary,0.04184810398476192
507,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),0.03945006642221957
507,The Red Tent (Bestselling Backlist),0.038496580062861906
507,To Kill a Mockingbird,0.03781199674508508
507,Harry Potter and the Goblet of Fire (Book 4),0.037790852851544134
638,The Secret Life of Bees,0.04803422440515022
638,Harry Potter and the Chamber of Secrets (Book 2),0.04488972164466419
638,Harry Potter and the Prisoner of Azkaban (Book 3),0.04434992888171821
638,Bridget Jones's Diary,0.04173703344112804
638,Life of Pi,0.04154862245777924
638,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),0.039176629130479555
638,The Red Tent (Bestselling Backlist),0.038466568342520664
638,Harry Potter and the Goblet of Fire (Book 4),0.03769591199432322
638,To Kill a Mockingbird,0.03768885728061186
638,Angels & Demons,0.03595177992134376
741,The Lovely Bones: A Novel,0.0751616964781656
741,The Da Vinci Code,0.06263293926425033
741,The Secret Life of Bees,0.047438406575929154
741,Harry Potter and the Chamber of Secrets (Book 2),0.045719804367789434
741,Harry Potter and the Prisoner of Azkaban (Book 3),0.04422344697239576
741,Life of Pi,0.042025629510056284
741,Bridget Jones's Diary,0.041916131715509536
741,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),0.039208024128974894
741,The Red Tent (Bestselling Backlist),0.03841703013165805
741,To Kill a Mockingbird,0.0380700806386446
805,The Lovely Bones: A Novel,0.0766509399076394
805,The Da Vinci Code,0.06251783553208594
805,Harry Potter and the Chamber of Secrets (Book 2),0.04763855470521443
805,The Secret Life of Bees,0.04622260638899749
805,Harry Potter and the Prisoner of Azkaban (Book 3),0.04397188521827003
805,Bridget Jones's Diary,0.04223120211000397
805,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),0.03919818159339213
805,To Kill a Mockingbird,0.038975296788198
805,Harry Potter and the Goblet of Fire (Book 4),0.03760425235783648
805,Angels & Demons,0.03656855506099737
882,The Lovely Bones: A Novel,0.07568746272906757
882,Harry Potter and the Chamber of Secrets (Book 2),0.04642745553286618
882,The Secret Life of Bees,0.04634739997988785
882,Harry Potter and the Prisoner of Azkaban (Book 3),0.043886827727603286
882,Life of Pi,0.042652305226420335
882,Bridget Jones's Diary,0.04210747262903401
882,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),0.039506415018868875
882,To Kill a Mockingbird,0.03834732737684037
882,Harry Potter and the Goblet of Fire (Book 4),0.03777292131433488
882,Angels & Demons,0.035991397306628446
929,The Lovely Bones: A Novel,0.07583808170065348
929,The Da Vinci Code,0.06247303648036058
929,The Secret Life of Bees,0.0468962464404209
929,Harry Potter and the Chamber of Secrets (Book 2),0.046380552867058875
929,Harry Potter and the Prisoner of Azkaban (Book 3),0.04419314482309015
929,Life of Pi,0.042583129519030094
929,Bridget Jones's Diary,0.042071441232223374
929,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),0.03921228766332559
929,To Kill a Mockingbird,0.03847438686470313
929,The Red Tent (Bestselling Backlist),0.038400059277553314
1131,The Lovely Bones: A Novel,0.07946054886851887
1131,The Da Vinci Code,0.0623421397509342
1131,Harry Potter and the Chamber of Secrets (Book 2),0.05190691849494176
1131,Life of Pi,0.04520552121949852
1131,The Secret Life of Bees,0.043698983075703156
1131,Harry Potter and the Prisoner of Azkaban (Book 3),0.043213863970373155
1131,Bridget Jones's Diary,0.04285313753982596
1131,To Kill a Mockingbird,0.04068862061280397
1131,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),0.039313754023874804
1131,The Red Tent (Bestselling Backlist),0.037931117886376944
1424,The Lovely Bones: A Novel,0.08127993427842403
1424,The Da Vinci Code,0.06220025522653963
1424,Harry Potter and the Chamber of Secrets (Book 2),0.05493824019154741
1424,Life of Pi,0.04666349903519361
1424,Bridget Jones's Diary,0.04348398048298078
1424,Harry Potter and the Prisoner of Azkaban (Book 3),0.0428070647884907
1424,The Secret Life of Bees,0.04204564362338504
1424,To Kill a Mockingbird,0.041868696452853946
1424,Where the Heart Is (Oprah's Book Club (Paperback)),0.03978034617448996
1424,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),0.03943349988226549
1435,The Lovely Bones: A Novel,0.07459406601012937
1435,The Da Vinci Code,0.06260687860624684
1435,The Secret Life of Bees,0.047860628133656394
1435,Harry Potter and the Chamber of Secrets (Book 2),0.04491872327690129
1435,Harry Potter and the Prisoner of Azkaban (Book 3),0.044293478784623
1435,Bridget Jones's Diary,0.041748183764002814
1435,Life of Pi,0.0416334090895708
1435,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),0.03923947716043458
1435,The Red Tent (Bestselling Backlist),0.03847296023561319
1435,Harry Potter and the Goblet of Fire (Book 4),0.03771069028995802
1674,The Lovely Bones: A Novel,0.0745915335881453
1674,The Da Vinci Code,0.06262241325503223
1674,The Secret Life of Bees,0.04786398952988353
1674,Harry Potter and the Chamber of Secrets (Book 2),0.04493283266045893
1674,Harry Potter and the Prisoner of Azkaban (Book 3),0.04428573338701043
1674,Bridget Jones's Diary,0.04174025269155671
1674,Life of Pi,0.04162236764058772
1674,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),0.039234782728547635
1674,The Red Tent (Bestselling Backlist),0.03846526299157522
1674,Harry Potter and the Goblet of Fire (Book 4),0.037700041741319204
1733,The Lovely Bones: A Novel,0.07822444700067156
1733,The Da Vinci Code,0.06314799501667837
1733,Harry Potter and the Chamber of Secrets (Book 2),0.05127974591931363
1733,The Secret Life of Bees,0.04542978128296769
1733,Life of Pi,0.04406901815848135
1733,Harry Potter and the Prisoner of Azkaban (Book 3),0.04384818436140114
1733,Bridget Jones's Diary,0.04341921917408878
1733,To Kill a Mockingbird,0.04039637898850553
1733,The Red Tent (Bestselling Backlist),0.03820083823596705
1733,Harry Potter and the Goblet of Fire (Book 4),0.03789891959091259
1848,The Lovely Bones: A Novel,0.07465577233991742
1848,The Da Vinci Code,0.0621543610640221
1848,The Secret Life of Bees,0.047056076857270764
1848,Harry Potter and the Chamber of Secrets (Book 2),0.045052689764501615
1848,Harry Potter and the Prisoner of Azkaban (Book 3),0.04405785000955227
1848,Bridget Jones's Diary,0.041920786650043715
1848,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),0.03956909713092966
1848,The Red Tent (Bestselling Backlist),0.03853048804823997
1848,Harry Potter and the Goblet of Fire (Book 4),0.03788876206364237
1848,To Kill a Mockingbird,0.037710395961548474
1903,The Lovely Bones: A Novel,0.0753654297323923
1903,The Da Vinci Code,0.06272914643338705
1903,The Secret Life of Bees,0.0473984414646705
1903,Life of Pi,0.04212846882839744
1903,Bridget Jones's Diary,0.04202069874867716
1903,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),0.0391575285919979
1903,The Red Tent (Bestselling Backlist),0.038400979562728
1903,To Kill a Mockingbird,0.038236934440676884
1903,Angels & Demons,0.03625480205534337
1903,Harry Potter and the Order of the Phoenix (Book 5),0.03483627547843225
2033,The Lovely Bones: A Novel,0.07447072328735119
2033,The Da Vinci Code,0.06275057903867602
